gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,PaperlessBilling,MonthlyCharges,Churn
Male,No,Yes,No,40,DSL,Yes,Yes,Yes,No,No,Yes,42.35,Yes
Male,No,Yes,Yes,41,DSL,Yes,Yes,Yes,No,Yes,Yes,74.55,No
Male,No,No,No,1,Fiber optic,No,No,No,No,No,Yes,75.3,Yes
Male,No,No,No,51,Fiber optic,Yes,Yes,No,No,Yes,Yes,94.8,Yes
Male,No,Yes,Yes,42,DSL,Yes,No,Yes,Yes,Yes,No,48.15,No
Female,Yes,No,No,1,Fiber optic,No,No,No,No,No,Yes,70.55,Yes
Female,No,No,No,56,Fiber optic,Yes,Yes,No,No,Yes,Yes,106.6,No
Male,No,No,Yes,15,Fiber optic,No,Yes,No,No,Yes,Yes,91.0,No
Female,No,Yes,Yes,54,DSL,Yes,No,Yes,Yes,No,No,69.95,No
Female,No,No,No,7,DSL,No,No,No,No,Yes,Yes,66.85,No
Female,No,Yes,Yes,33,Fiber optic,No,No,No,No,No,No,86.15,Yes
Female,No,No,Yes,21,DSL,Yes,No,Yes,No,No,No,64.85,No
Male,Yes,Yes,No,30,DSL,No,No,Yes,No,Yes,No,74.85,No
Male,No,No,No,3,DSL,No,No,No,Yes,No,Yes,50.5,No
Male,No,No,No,11,Fiber optic,No,No,Yes,No,No,No,72.9,No
Female,No,No,No,62,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,115.05,No
Female,No,No,No,46,Fiber optic,No,No,Yes,No,Yes,Yes,101.1,No
Male,No,No,No,21,Fiber optic,No,No,No,No,No,Yes,84.1,No
Female,No,No,No,1,DSL,No,No,No,No,No,Yes,50.1,No
Female,No,Yes,No,25,Fiber optic,No,No,Yes,No,No,Yes,74.6,No
Female,No,Yes,No,30,Fiber optic,No,No,No,No,No,Yes,85.0,Yes
Female,No,No,No,2,Fiber optic,No,No,No,No,No,No,80.55,Yes
Male,No,Yes,No,51,Fiber optic,No,Yes,Yes,No,Yes,Yes,106.8,No
Female,No,Yes,Yes,57,DSL,Yes,No,Yes,Yes,Yes,Yes,84.5,No
Female,No,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,83.7,No
Female,No,No,No,2,Fiber optic,No,No,Yes,No,No,Yes,75.8,Yes
Male,No,Yes,No,28,Fiber optic,No,Yes,Yes,No,Yes,No,96.6,No
Male,Yes,Yes,No,29,Fiber optic,No,No,Yes,No,Yes,Yes,98.5,Yes
Male,No,Yes,Yes,70,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,101.1,No
Female,Yes,Yes,No,59,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,94.05,No
Male,Yes,Yes,No,13,Fiber optic,No,No,No,No,Yes,Yes,95.25,Yes
Male,Yes,Yes,No,7,Fiber optic,No,No,No,No,No,Yes,74.4,Yes
Female,No,Yes,No,62,DSL,Yes,No,Yes,Yes,Yes,No,81.0,No
Female,No,No,No,21,DSL,Yes,No,Yes,Yes,No,Yes,60.25,No
Female,No,No,No,2,DSL,No,No,Yes,No,No,No,60.85,No
Female,No,No,No,1,DSL,No,No,No,No,No,No,43.95,No
Male,No,No,No,4,Fiber optic,No,No,Yes,No,No,No,86.05,No
Female,No,No,No,30,Fiber optic,No,No,No,Yes,Yes,No,85.15,Yes
Male,Yes,Yes,No,72,Fiber optic,Yes,Yes,Yes,No,No,Yes,102.65,No
Male,Yes,Yes,No,71,Fiber optic,No,Yes,Yes,Yes,No,Yes,95.5,No
Female,No,Yes,Yes,50,DSL,No,Yes,Yes,Yes,Yes,Yes,84.15,No
Male,No,Yes,Yes,56,Fiber optic,No,No,Yes,Yes,Yes,Yes,103.2,No
Male,No,No,No,2,DSL,No,No,No,Yes,No,Yes,50.2,No
Female,Yes,No,No,2,Fiber optic,No,No,Yes,No,No,Yes,88.55,Yes
Male,No,Yes,Yes,24,DSL,Yes,No,No,No,No,No,54.75,Yes
Male,No,Yes,No,71,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,116.25,No
Female,No,No,No,29,DSL,No,No,No,Yes,No,Yes,31.2,No
Male,No,Yes,No,71,DSL,No,Yes,Yes,Yes,Yes,No,84.2,No
Female,Yes,No,No,1,Fiber optic,No,No,No,No,Yes,Yes,91.3,Yes
Male,Yes,Yes,No,56,DSL,Yes,Yes,Yes,Yes,Yes,Yes,85.65,No
Male,No,No,No,1,Fiber optic,No,No,No,No,Yes,Yes,79.5,Yes
Male,No,Yes,No,66,DSL,No,No,No,Yes,No,No,63.85,No
Female,No,Yes,Yes,17,DSL,No,No,Yes,Yes,No,Yes,61.95,No
Female,No,No,No,19,DSL,No,Yes,No,No,Yes,No,58.2,No
Female,No,No,No,36,DSL,Yes,Yes,Yes,Yes,Yes,No,85.85,No
Male,Yes,Yes,No,7,Fiber optic,No,No,No,No,No,Yes,70.1,Yes
Male,No,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,104.9,No
Male,No,Yes,Yes,67,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,111.3,Yes
Male,Yes,No,No,34,Fiber optic,No,Yes,Yes,No,Yes,Yes,99.85,No
Male,Yes,Yes,No,57,Fiber optic,No,Yes,Yes,No,No,Yes,95.25,Yes
Female,No,Yes,No,7,Fiber optic,No,No,Yes,No,Yes,Yes,86.25,Yes
Female,Yes,Yes,No,1,Fiber optic,No,No,Yes,No,Yes,Yes,100.8,Yes
Female,No,No,No,69,Fiber optic,No,No,Yes,Yes,Yes,No,104.0,No
Female,No,Yes,No,50,Fiber optic,Yes,No,Yes,No,Yes,Yes,104.4,No
Female,No,No,No,14,Fiber optic,No,Yes,No,No,No,Yes,86.3,Yes
Female,No,Yes,No,70,DSL,Yes,No,Yes,Yes,No,Yes,49.85,No
Female,Yes,No,No,64,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,108.95,No
Female,No,Yes,Yes,66,DSL,Yes,Yes,Yes,Yes,Yes,No,89.9,No
Female,No,Yes,Yes,71,DSL,Yes,No,Yes,Yes,Yes,Yes,82.0,No
Male,Yes,No,No,20,Fiber optic,No,No,No,No,Yes,No,89.95,No
Male,No,Yes,No,72,DSL,Yes,Yes,No,Yes,Yes,Yes,79.35,No
Female,No,Yes,Yes,71,DSL,Yes,Yes,Yes,Yes,No,No,64.05,No
Male,No,Yes,Yes,38,Fiber optic,No,No,Yes,No,Yes,Yes,101.15,No
Female,No,No,No,28,Fiber optic,No,Yes,No,No,No,Yes,89.95,Yes
Male,Yes,Yes,No,17,Fiber optic,No,Yes,No,No,No,Yes,76.45,Yes
Male,No,No,No,33,DSL,No,Yes,No,No,Yes,Yes,39.1,No
Female,No,Yes,Yes,23,DSL,Yes,No,No,Yes,No,No,34.6,No
Female,Yes,Yes,No,70,Fiber optic,No,Yes,No,Yes,Yes,Yes,104.45,No
Male,No,Yes,No,4,Fiber optic,No,No,No,No,No,No,70.5,No
Male,No,No,No,10,Fiber optic,No,No,No,No,No,Yes,70.0,Yes
Male,No,No,No,54,DSL,Yes,Yes,No,Yes,Yes,Yes,69.9,No
Male,No,Yes,Yes,23,DSL,No,Yes,No,Yes,No,No,59.7,No
Female,No,Yes,Yes,41,DSL,Yes,Yes,Yes,No,Yes,Yes,78.35,No
Male,Yes,No,No,5,Fiber optic,No,No,No,No,No,Yes,71.45,No
Male,No,Yes,Yes,27,DSL,No,Yes,Yes,No,No,Yes,45.85,No
Female,No,No,No,1,Fiber optic,No,No,No,Yes,Yes,Yes,95.85,No
Female,No,Yes,Yes,67,DSL,Yes,No,No,Yes,No,No,35.7,No
Female,Yes,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,89.55,No
Female,Yes,Yes,No,66,Fiber optic,No,Yes,No,No,Yes,Yes,100.8,No
Female,No,No,No,34,DSL,Yes,Yes,No,Yes,No,Yes,64.4,Yes
Female,No,Yes,No,69,Fiber optic,No,No,Yes,Yes,Yes,No,105.35,No
Female,No,Yes,Yes,1,Fiber optic,Yes,No,Yes,No,Yes,Yes,102.45,Yes
Male,No,Yes,Yes,30,DSL,Yes,No,No,No,No,Yes,54.45,No
Female,No,No,No,11,DSL,No,No,No,Yes,Yes,No,70.5,No
Male,No,No,No,11,DSL,No,No,Yes,No,Yes,Yes,69.35,No
Male,Yes,Yes,No,72,DSL,Yes,Yes,Yes,Yes,Yes,No,74.4,No
Male,Yes,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,93.05,No
Female,No,No,Yes,1,DSL,Yes,No,No,No,No,No,51.2,No
Female,No,No,Yes,15,DSL,Yes,Yes,Yes,Yes,No,No,65.6,No
Female,No,No,No,60,DSL,No,No,Yes,Yes,Yes,No,80.55,No
Male,No,No,No,56,DSL,Yes,No,Yes,No,No,No,52.7,No
Female,No,No,No,3,Fiber optic,No,No,Yes,Yes,No,No,80.1,Yes
Female,No,Yes,No,49,DSL,No,No,No,No,No,Yes,52.15,No
Female,No,No,No,2,Fiber optic,No,No,No,No,Yes,Yes,80.2,Yes
Female,No,No,No,6,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,98.15,Yes
Male,No,No,No,70,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,114.95,No
Male,No,No,No,12,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,112.95,Yes
Male,Yes,Yes,No,52,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,104.45,No
Female,No,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,113.65,No
Female,No,No,No,1,Fiber optic,No,No,No,No,No,No,70.9,Yes
Female,Yes,No,No,3,Fiber optic,No,No,Yes,No,Yes,Yes,86.85,Yes
Female,Yes,No,No,40,Fiber optic,No,No,No,No,Yes,Yes,91.55,No
Male,No,No,Yes,1,DSL,No,No,Yes,No,No,Yes,49.85,No
Male,No,Yes,Yes,23,Fiber optic,Yes,No,No,Yes,Yes,Yes,99.85,Yes
Male,No,Yes,Yes,1,Fiber optic,No,No,No,No,No,Yes,74.5,Yes
Female,Yes,Yes,No,44,Fiber optic,No,No,Yes,Yes,Yes,No,104.15,No
Male,No,No,No,65,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,109.15,Yes
Female,Yes,No,No,7,DSL,Yes,No,No,No,No,Yes,48.2,No
Female,Yes,No,No,8,Fiber optic,No,No,No,Yes,Yes,Yes,100.15,No
Female,No,No,No,16,DSL,No,No,Yes,No,No,Yes,65.2,Yes
Male,Yes,Yes,Yes,66,Fiber optic,No,No,Yes,No,Yes,Yes,99.5,Yes
Male,No,No,No,1,Fiber optic,No,No,No,No,No,Yes,71.55,Yes
Male,No,No,Yes,3,DSL,Yes,No,Yes,No,No,No,55.9,No
Male,No,Yes,No,53,Fiber optic,Yes,No,Yes,No,No,No,93.9,Yes
Male,Yes,Yes,No,8,DSL,No,No,Yes,Yes,No,Yes,64.4,No
Male,Yes,Yes,No,69,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,108.4,Yes
Female,No,No,No,5,Fiber optic,No,Yes,No,No,Yes,Yes,85.3,No
Female,No,Yes,Yes,72,Fiber optic,Yes,No,Yes,Yes,Yes,No,107.45,No
Female,No,Yes,No,13,DSL,No,No,Yes,No,Yes,Yes,48.75,Yes
Female,No,No,No,4,Fiber optic,No,No,No,No,Yes,Yes,85.65,Yes
Female,No,Yes,Yes,54,DSL,Yes,Yes,Yes,Yes,Yes,No,91.3,No
Male,No,Yes,No,72,DSL,No,Yes,Yes,Yes,Yes,No,85.95,No
Male,No,No,No,12,Fiber optic,No,Yes,Yes,No,Yes,Yes,106.7,Yes
Male,No,No,No,1,DSL,No,No,No,No,No,Yes,25.15,Yes
Male,Yes,No,No,1,DSL,No,No,No,No,No,No,45.2,No
Female,No,Yes,No,54,Fiber optic,No,Yes,Yes,Yes,Yes,No,110.35,Yes
Male,No,Yes,Yes,69,Fiber optic,No,No,Yes,No,No,Yes,79.2,No
Female,No,No,No,48,DSL,Yes,Yes,No,No,No,No,55.5,No
Female,No,Yes,Yes,48,Fiber optic,Yes,Yes,No,No,Yes,Yes,103.25,Yes
Female,No,Yes,No,8,Fiber optic,No,No,No,Yes,No,Yes,90.25,No
Male,No,Yes,Yes,71,DSL,Yes,Yes,Yes,Yes,Yes,Yes,91.25,No
Male,No,No,No,2,DSL,Yes,No,No,No,No,Yes,47.8,Yes
Male,No,Yes,No,67,Fiber optic,Yes,Yes,No,No,Yes,Yes,100.9,No
Male,No,Yes,Yes,34,Fiber optic,No,Yes,No,No,Yes,Yes,97.7,No
Female,No,No,No,3,Fiber optic,No,No,No,No,No,Yes,69.85,No
Female,No,Yes,Yes,9,DSL,No,Yes,No,Yes,Yes,Yes,65.6,No
Male,No,Yes,Yes,71,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,104.65,No
Male,No,No,No,57,Fiber optic,No,No,No,Yes,Yes,Yes,90.45,No
Male,No,No,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,63.7,No
Female,Yes,Yes,Yes,48,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,104.5,No
Male,No,Yes,Yes,43,Fiber optic,No,No,Yes,Yes,Yes,Yes,104.3,No
Female,No,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,93.25,No
Male,No,Yes,Yes,35,DSL,No,No,No,Yes,Yes,Yes,73.45,No
Female,No,Yes,Yes,71,Fiber optic,Yes,Yes,Yes,No,Yes,No,100.5,No
Male,No,Yes,Yes,11,Fiber optic,No,No,No,No,Yes,No,90.6,No
Male,No,Yes,Yes,63,DSL,Yes,Yes,Yes,Yes,Yes,Yes,89.4,No
Female,Yes,No,No,65,Fiber optic,No,Yes,Yes,No,Yes,Yes,95.45,No
Female,No,No,No,29,Fiber optic,No,No,Yes,No,Yes,Yes,98.6,Yes
Female,Yes,Yes,No,15,Fiber optic,No,No,Yes,Yes,No,Yes,83.05,Yes
Female,No,Yes,No,72,Fiber optic,No,Yes,Yes,Yes,Yes,No,109.15,No
Female,Yes,Yes,No,26,Fiber optic,No,No,Yes,No,Yes,Yes,85.7,No
Female,Yes,Yes,No,35,Fiber optic,No,No,Yes,No,Yes,No,102.05,No
Female,No,No,No,57,Fiber optic,No,Yes,No,Yes,No,No,94.7,No
Male,No,Yes,Yes,28,DSL,No,Yes,No,No,No,No,64.4,No
Female,No,Yes,No,47,DSL,Yes,No,Yes,No,Yes,Yes,66.05,No
Female,No,Yes,Yes,57,DSL,Yes,Yes,No,Yes,No,No,65.2,No
Male,Yes,Yes,No,16,Fiber optic,No,No,No,No,Yes,Yes,85.05,No
Male,No,No,No,5,DSL,Yes,No,Yes,No,No,Yes,55.8,No
Male,No,Yes,No,17,Fiber optic,No,No,No,No,No,Yes,70.4,Yes
Female,Yes,No,No,56,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.75,Yes
Female,Yes,No,No,21,Fiber optic,No,No,No,No,Yes,Yes,94.25,Yes
Female,No,Yes,Yes,48,DSL,Yes,No,Yes,No,No,No,45.0,No
Female,No,Yes,No,68,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,114.9,No
Female,No,No,No,30,Fiber optic,Yes,No,No,Yes,Yes,No,106.4,No
Female,No,Yes,No,3,DSL,No,No,No,No,No,Yes,46.1,No
Female,Yes,No,No,14,DSL,Yes,No,Yes,Yes,No,No,39.7,No
Female,No,Yes,Yes,71,Fiber optic,No,Yes,Yes,No,No,Yes,95.75,No
Male,No,Yes,Yes,61,DSL,Yes,No,Yes,No,No,No,33.6,No
Male,No,Yes,Yes,72,Fiber optic,No,Yes,Yes,Yes,No,No,90.45,No
Female,No,No,No,5,Fiber optic,No,No,No,No,Yes,Yes,84.0,No
Female,No,No,No,49,DSL,Yes,Yes,Yes,Yes,No,No,67.4,No
Male,No,No,No,3,Fiber optic,No,No,No,No,No,Yes,80.35,No
Male,No,Yes,Yes,67,DSL,Yes,Yes,No,No,No,Yes,54.2,No
Male,No,No,No,46,DSL,No,No,No,No,No,Yes,45.2,No
Female,No,Yes,No,67,DSL,Yes,Yes,Yes,No,No,No,75.1,No
Male,No,Yes,No,33,DSL,Yes,Yes,Yes,No,Yes,Yes,72.75,No
Female,No,No,Yes,1,DSL,No,No,No,No,No,No,45.95,Yes
Male,No,Yes,Yes,49,DSL,Yes,No,No,No,No,Yes,39.2,No
Male,No,No,No,1,DSL,No,No,No,No,No,Yes,44.75,No
Male,No,Yes,No,14,Fiber optic,No,Yes,Yes,No,No,Yes,82.65,No
Male,Yes,No,No,18,Fiber optic,No,No,Yes,Yes,Yes,No,93.9,No
Female,Yes,No,No,1,Fiber optic,No,No,No,No,No,Yes,70.15,Yes
Female,No,No,No,1,Fiber optic,No,No,Yes,No,Yes,Yes,85.55,Yes
Female,No,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,117.15,No
Male,No,No,No,64,Fiber optic,Yes,No,Yes,Yes,No,No,99.25,No
Male,No,Yes,No,69,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,112.55,No
Male,No,Yes,Yes,71,DSL,Yes,Yes,Yes,Yes,Yes,No,90.3,No
Female,No,Yes,Yes,66,DSL,No,No,No,Yes,No,Yes,49.4,No
Female,Yes,Yes,No,71,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,109.7,No
Male,No,No,No,11,DSL,No,Yes,No,No,Yes,Yes,61.25,No
Male,No,No,Yes,47,DSL,Yes,Yes,No,No,No,Yes,55.3,No
Female,No,Yes,No,35,Fiber optic,No,No,No,No,No,Yes,70.3,Yes
Male,Yes,Yes,No,32,Fiber optic,No,Yes,Yes,No,Yes,No,106.35,Yes
Male,No,Yes,Yes,60,Fiber optic,No,Yes,No,Yes,Yes,Yes,103.75,No
Female,No,No,No,29,DSL,Yes,Yes,No,Yes,No,No,39.5,No
Male,No,Yes,Yes,21,DSL,No,No,No,No,No,Yes,26.05,No
Male,Yes,Yes,No,48,Fiber optic,No,No,Yes,No,No,Yes,91.05,No
Female,No,No,Yes,3,DSL,No,Yes,No,No,No,No,29.65,No
Female,No,Yes,Yes,43,DSL,No,Yes,No,No,No,No,50.2,No
Male,No,No,No,5,Fiber optic,No,Yes,Yes,No,Yes,No,105.3,No
Female,No,No,No,1,DSL,No,No,No,No,No,Yes,55.45,No
Male,No,Yes,Yes,71,DSL,Yes,No,Yes,Yes,Yes,No,85.45,No
Male,No,No,No,8,DSL,No,No,No,No,Yes,Yes,59.25,No
Male,No,No,No,20,Fiber optic,No,No,Yes,No,Yes,Yes,90.7,No
Female,No,Yes,Yes,33,Fiber optic,Yes,No,Yes,No,Yes,Yes,103.7,Yes
Male,No,No,No,71,Fiber optic,No,Yes,No,No,No,Yes,79.05,No
Female,Yes,Yes,No,31,Fiber optic,No,No,Yes,No,Yes,Yes,90.7,No
Female,Yes,Yes,No,38,Fiber optic,Yes,Yes,No,No,No,No,95.0,No
Male,No,No,No,1,Fiber optic,No,No,No,No,Yes,Yes,88.35,Yes
Female,No,Yes,Yes,2,DSL,No,Yes,No,No,No,Yes,30.25,No
Female,No,Yes,No,12,DSL,No,No,Yes,No,Yes,Yes,49.85,No
Female,No,No,Yes,9,Fiber optic,Yes,No,Yes,Yes,No,No,93.0,No
Male,Yes,No,Yes,11,DSL,No,Yes,No,Yes,No,Yes,54.55,No
Female,No,Yes,No,71,DSL,Yes,Yes,Yes,Yes,Yes,Yes,84.8,No
Female,No,Yes,Yes,42,Fiber optic,Yes,Yes,No,No,Yes,Yes,94.45,No
Female,No,Yes,Yes,8,Fiber optic,No,No,Yes,No,Yes,Yes,94.2,Yes
Female,No,No,No,5,Fiber optic,No,Yes,No,No,Yes,Yes,96.25,Yes
Female,No,Yes,No,2,Fiber optic,No,No,No,No,No,Yes,70.7,Yes
Male,No,Yes,Yes,28,DSL,No,Yes,Yes,Yes,Yes,Yes,60.0,No
Female,No,Yes,No,43,Fiber optic,No,Yes,No,No,No,No,80.45,No
Male,No,No,Yes,60,DSL,Yes,No,Yes,Yes,Yes,Yes,84.95,No
Female,No,Yes,No,42,DSL,No,Yes,No,Yes,No,No,33.55,Yes
Male,No,Yes,Yes,7,DSL,Yes,No,Yes,Yes,No,No,49.65,No
Female,Yes,Yes,Yes,40,Fiber optic,No,No,No,No,Yes,Yes,94.55,Yes
Male,No,No,No,27,Fiber optic,No,No,Yes,No,Yes,Yes,100.5,No
Male,No,No,No,10,DSL,No,Yes,No,Yes,No,No,35.75,No
Female,Yes,No,No,27,Fiber optic,No,Yes,Yes,No,No,Yes,86.45,No
Female,No,No,No,11,DSL,No,No,Yes,Yes,No,No,53.8,No
Male,No,Yes,Yes,4,DSL,Yes,No,No,No,Yes,No,38.55,No
Male,No,No,No,68,DSL,No,No,Yes,No,No,Yes,39.9,No
Male,Yes,No,No,1,Fiber optic,No,No,No,No,No,Yes,70.05,No
Female,No,No,No,57,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,112.95,Yes
Female,No,Yes,No,17,DSL,No,Yes,Yes,No,No,Yes,35.65,No
Male,No,No,No,1,DSL,No,No,No,No,No,No,35.9,Yes
Male,No,No,Yes,38,Fiber optic,No,No,Yes,No,Yes,Yes,99.25,Yes
Male,Yes,Yes,No,59,Fiber optic,Yes,Yes,Yes,No,No,Yes,82.95,No
Male,No,No,No,30,DSL,Yes,No,Yes,No,No,Yes,55.65,No
Male,Yes,No,No,2,DSL,No,No,No,No,No,Yes,24.45,Yes
Male,No,No,No,9,DSL,Yes,No,Yes,Yes,No,No,50.8,No
Female,No,No,Yes,14,DSL,No,No,Yes,No,Yes,Yes,59.8,No
Female,Yes,No,No,31,Fiber optic,Yes,No,No,No,No,Yes,73.55,No
Female,No,No,No,7,DSL,Yes,Yes,Yes,No,No,No,61.4,No
Female,No,No,No,8,Fiber optic,Yes,No,No,Yes,Yes,Yes,103.35,Yes
Female,Yes,No,No,2,Fiber optic,No,No,No,No,Yes,No,81.5,No
Male,Yes,No,No,7,Fiber optic,No,No,No,No,Yes,Yes,84.8,Yes
Female,No,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,No,Yes,No,109.55,No
Female,Yes,No,No,31,Fiber optic,No,Yes,No,No,Yes,Yes,99.95,Yes
Female,No,Yes,Yes,27,Fiber optic,Yes,No,No,No,No,No,74.4,No
Female,No,No,No,18,Fiber optic,No,Yes,No,No,Yes,Yes,90.0,Yes
Male,No,No,No,7,Fiber optic,No,No,Yes,No,No,Yes,74.9,No
Female,Yes,No,No,14,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.85,Yes
Male,No,Yes,Yes,11,DSL,No,No,Yes,No,Yes,Yes,59.65,No
Female,No,Yes,Yes,72,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,110.45,No
Male,No,Yes,Yes,28,Fiber optic,Yes,Yes,No,No,Yes,No,106.1,Yes
Male,Yes,No,No,15,Fiber optic,No,No,No,No,No,Yes,74.2,Yes
Female,Yes,No,No,4,Fiber optic,No,No,No,No,No,Yes,74.45,No
Female,No,No,No,5,Fiber optic,No,Yes,No,Yes,No,Yes,89.35,Yes
Male,Yes,Yes,No,57,Fiber optic,No,Yes,Yes,No,Yes,Yes,90.65,No
Male,Yes,Yes,No,50,Fiber optic,Yes,No,Yes,No,Yes,Yes,105.05,No
Male,No,No,Yes,1,DSL,Yes,Yes,No,Yes,No,Yes,70.45,No
Male,No,Yes,No,8,Fiber optic,No,No,No,No,No,Yes,85.65,No
Female,No,No,No,1,Fiber optic,No,No,No,No,No,Yes,77.15,Yes
Male,No,No,No,1,DSL,No,No,No,No,No,Yes,35.25,Yes
Male,No,Yes,Yes,49,Fiber optic,No,No,No,Yes,Yes,Yes,97.95,No
Male,No,Yes,No,4,DSL,No,Yes,No,No,Yes,Yes,48.55,Yes
Female,No,Yes,No,53,Fiber optic,No,Yes,No,No,Yes,Yes,98.4,Yes
Male,No,Yes,No,67,DSL,Yes,Yes,Yes,Yes,No,No,70.9,No
Female,No,No,No,47,Fiber optic,No,Yes,Yes,No,Yes,Yes,106.35,No
Female,No,No,No,53,Fiber optic,Yes,Yes,Yes,Yes,No,No,99.5,No
Male,No,Yes,No,69,DSL,Yes,Yes,Yes,Yes,Yes,Yes,84.7,No
Male,No,No,No,3,Fiber optic,Yes,No,No,No,No,Yes,86.05,No
Male,No,No,No,4,DSL,No,No,No,No,No,No,44.55,No
Male,No,Yes,Yes,56,DSL,Yes,Yes,No,Yes,No,Yes,75.85,No
Male,Yes,Yes,No,59,Fiber optic,No,No,No,No,Yes,Yes,93.85,Yes
Female,No,Yes,No,2,DSL,No,No,No,No,No,Yes,45.0,No
Male,Yes,Yes,Yes,46,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,100.7,Yes
Female,No,No,No,14,Fiber optic,No,No,Yes,No,No,Yes,80.45,Yes
Female,No,Yes,Yes,28,Fiber optic,No,No,No,Yes,No,Yes,90.45,No
Male,No,No,No,24,DSL,Yes,Yes,No,Yes,No,No,60.45,No
Male,No,No,No,31,DSL,No,No,Yes,Yes,No,Yes,55.25,Yes
Female,No,Yes,Yes,68,DSL,Yes,Yes,Yes,Yes,No,Yes,78.45,No
Male,No,No,Yes,39,Fiber optic,No,No,No,Yes,Yes,No,100.55,No
Male,No,Yes,No,13,DSL,Yes,No,No,Yes,Yes,Yes,54.45,Yes
Female,No,Yes,No,6,Fiber optic,No,Yes,No,No,No,Yes,90.75,No
Male,No,No,No,35,Fiber optic,No,No,No,No,No,No,75.35,Yes
Male,No,Yes,No,27,DSL,No,Yes,No,Yes,No,Yes,53.8,No
Male,No,No,Yes,41,DSL,Yes,Yes,Yes,No,Yes,No,70.2,No
Male,No,Yes,Yes,50,DSL,Yes,No,No,Yes,Yes,No,75.5,No
Male,No,No,No,2,Fiber optic,Yes,No,No,No,No,Yes,75.7,Yes
Female,No,No,No,64,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,110.5,No
Male,No,No,No,1,Fiber optic,No,No,No,No,No,Yes,74.25,Yes
Male,Yes,Yes,No,29,Fiber optic,Yes,No,Yes,No,No,No,90.1,No
Female,No,Yes,No,23,DSL,Yes,No,Yes,Yes,No,Yes,68.75,No
Female,Yes,No,No,25,Fiber optic,No,Yes,No,No,No,Yes,89.7,Yes
Female,No,No,No,64,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,115.1,No
Female,Yes,No,No,16,Fiber optic,No,No,No,No,Yes,Yes,96.4,Yes
Male,Yes,No,No,1,Fiber optic,No,No,No,No,No,Yes,69.5,Yes
Male,No,No,No,24,Fiber optic,No,Yes,No,No,Yes,Yes,99.65,No
Male,No,Yes,No,2,Fiber optic,No,No,Yes,No,Yes,Yes,91.45,No
Female,No,Yes,Yes,34,DSL,Yes,Yes,Yes,Yes,Yes,No,84.75,No
Male,Yes,Yes,No,36,Fiber optic,No,No,No,No,No,Yes,85.25,Yes
Male,No,Yes,Yes,53,DSL,No,No,Yes,Yes,Yes,Yes,78.75,No
Male,No,Yes,Yes,72,Fiber optic,Yes,Yes,No,Yes,No,Yes,97.75,No
Female,No,No,No,9,Fiber optic,No,No,No,No,No,Yes,83.3,Yes
Female,No,No,No,8,Fiber optic,No,No,No,No,Yes,Yes,80.1,Yes
Male,Yes,No,No,45,DSL,Yes,No,Yes,No,No,No,62.7,Yes
Female,No,No,No,7,Fiber optic,No,No,Yes,Yes,Yes,Yes,100.4,No
Female,Yes,No,No,41,Fiber optic,No,No,Yes,Yes,Yes,Yes,101.1,No
Male,No,Yes,Yes,67,DSL,Yes,No,No,No,Yes,No,50.9,No
Male,No,Yes,No,69,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,107.2,No
